,tweet_created_at,user_name,user_location,user_description,user_following,user_friends_count,user_followers_count,user_following.1,tweet_full_text,user_default_profile,Tweets
15,Fri Sep 07 16:23:21 +0000 2018,Awe Ayodeji💎,"Abuja, Nigeria","#SDG4 Advocate.
Software Developer @tclafrica.
Writer on #youthdevelopment, #Education,Tech and my adventures https://t.co/pIm9bizydi",False,321.0,329.0,False,Why be a cat when you can be a lion. #JustDoIt https://t.co/vPOkgfchFR,False,cat lion justdoit
16,Fri Sep 07 16:23:17 +0000 2018,Illinois&Chiraqtruth,"Illinois, USA","Native from IA ,became a man in IL😔Lil tolerance 4❄️s.I want 2 unify🇺🇸+🌎#IDWP #UnitedWeStand #MAGA #MWGA #NRA #Military #ProTrump 🛑💭Don't🔫Chiraq😔✌️❤️🙏",False,10023.0,9585.0,False,#socialism be like me and #JustDoIt because ya know it like works and stuff I mean come on it’s like the greatest thing ever I mean like duh ....🤔🙄😳...#Truth #kaga2018 #kag2020 #Maga #FakeNews https://t.co/FsJZyVC98J,True,socialism like justdoit ya know like works stuff mean come like greatest thing ever mean like duh truth kaga kag maga fakenews
17,Fri Sep 07 16:23:09 +0000 2018,James,Rural Texas,"I am toxic masculinity. I make my own BBQ sauce. Also a Vet, Libertarian & father. #2A #Trump #MAGA",False,17225.0,19427.0,False,"Hey @Nike I stood for our country. I served my nation and that flag you're so enthused to kneel for. I stood for something, gave up everything. You want to impress me? Hire a real man for your ads. Hire a marine not a bitchy millionaire. He gave up nothing.  #JustDoIt",False,hey nike stood country served nation flag youre enthused kneel stood something gave everything want impress hire real man ads hire marine bitchy millionaire gave nothing justdoit
18,Fri Sep 07 16:23:02 +0000 2018,Mary 💋🇺🇸,Im A Daisy,"Loyalty, honor, #2A #1A #SupportOurTroops #BackTheBlue God Bless America 🇺🇸Beware👉🏼No Filter 🇺🇸Benghazi Aint Goin Away #NeverForget #MAGA",False,2623.0,10257.0,False,"I’ve seen a lot of memes re #JustDoIt but this particular one struck me.......haunting. 

For me, this speaks to how far the Left will go to undermine @realDonaldTrump &amp; the will of true American Patriots. 

Let’s do our job to help @POTUS 

#VoteRedToSaveAmerica #VoteRed2018 https://t.co/rm7XBt3W9l",True,ive seen lot memes justdoit particular one struck mehaunting speaks far left go undermine realdonaldtrump amp true american patriots lets job help potus voteredtosaveamerica votered
19,Fri Sep 07 16:22:55 +0000 2018,Tony J,"Milwaukee, WI","Proud Father, Common-Sense Conservative, God Fan, Nature Fan, Sports Fan, Dog Fan, SmallBiz Fan, Foodie, Realist, Artist #ProLife #MKE #OnWisconsin",False,5004.0,3837.0,False,Abortion stops a beating heart. Just imagine all the lives we can save if we get #Kavanaugh on the court. Democrats should be eager to confirm him for the sake of our children. #justdoit,False,abortion stops beating heart imagine lives save get kavanaugh court democrats eager confirm sake children justdoit
20,Fri Sep 07 16:22:41 +0000 2018,Tracey McReynolds,,,False,106.0,39.0,False,@Nike My favorite Nike commercial ever!! #JustDoIt,True,nike favorite nike commercial ever justdoit
21,Fri Sep 07 16:22:19 +0000 2018,Cee Renee,"New York, NY","Carolyn ‘Cee’ Renée, CEO- Creative Expressionist Owner of CR The Brand, LLC. & CR Production Company",False,1127.0,490.0,False,Modeling is more than just runway and clothes for me. It’s a daily way of life to be an example when I step out the door and into any room. Happy Friday! #nike #kaepernick7 #justdoit @Kaepernick7 @Nike @nikesportswear @nikewomen #FridayFeeling #FridayMotivation https://t.co/YwvMNYONMB,False,modeling runway clothes daily way life example step door room happy friday nike kaepernick justdoit kaepernick nike nikesportswear nikewomen fridayfeeling fridaymotivation
22,Fri Sep 07 16:21:55 +0000 2018,Brand Factory,India,The official account for Brand Factory. The Best Brands at the Smartest Prices.,False,1.0,4783.0,False,You are never too broke to shop your favourite fashion brands when they are at #Discounts365days #JustDoIt https://t.co/hwlxCLesVg,False,never broke shop favourite fashion brands discountsdays justdoit
23,Fri Sep 07 16:21:54 +0000 2018,Sham Gambino,Queens Get The Money !!!  ,"Brownsville Born, WSM & 127 Raised, Livin A Ten9 Life, Loud On Deck, Madoff Records !!!",False,295.0,79.0,False,My kinda Lady ... #Justdoit #Nike !!! https://t.co/GIFmg85rAm,True,kinda lady justdoit nike
24,Fri Sep 07 16:21:41 +0000 2018,EyelashKween,Metro Detroit,I'm an Esthetics student & an independent makeup consultant of Younique Cosmetics. Home of the Original 3D Fiber Lashes Mascara.,False,623.0,246.0,False,Dream Big &amp; #Justdoit! https://t.co/Vr4GIyGsoj,True,dream big amp justdoit
25,Fri Sep 07 16:21:39 +0000 2018,_WYSELALA 🔮,Boston,"Enjoying Life 🧡at its finest. Stay True and be real .. New YouTuber 📹‼️

And Go Subscribe ⛔️",False,896.0,514.0,False,"Hey!!!! go check this video out !!! It’s a lot of fun and cute #newyoutubers 
#relationshipgoals 
#JustDoIt. Just click the link and subscribe 🧡
https://t.co/W7JhYpHtXL https://t.co/ltUmnsCxxZ",False,hey go check video lot fun cute newyoutubers relationshipgoals justdoit click link subscribe
26,Fri Sep 07 16:21:28 +0000 2018,Sean Rees,Cardiff & London,Freelance gun • Currently @WiedenKennedy • https://t.co/CH0FVHQUA1,False,1784.0,3710.0,False,Nike got $43 million of free press in the 24 hours after #JustDoIt campaign. It pays to put your balls on the line.,False,nike got million free press hours justdoit campaign pays put balls line
27,Fri Sep 07 16:21:25 +0000 2018,ResumePros,Chicago,Writing Resumes for Your Success,False,669.0,403.0,False,"@realDonaldTrump They were thinking - “let’s use this talented football star, who’s been blackballed by asshole NFL owners, to take a stand and optimize our ad’s reach with minimal dollars”. A genius move by Nike! Free publicity is a marketers dream! #NikeStrong #JustDoIt #TeamNike #ImWithKap",False,realdonaldtrump thinking lets use talented football star whos blackballed asshole nfl owners take stand optimize ads reach minimal dollars genius move nike free publicity marketers dream nikestrong justdoit teamnike imwithkap
28,Fri Sep 07 16:21:12 +0000 2018,Kevin J. Lawlor,Chicago,I'm what the French call 'les incompétents',False,302.0,331.0,False,YOU STOLE MY GODDAMN HOUSE #justdoit #juststealit @Bravotv @BravoWWHL @ParisHilton https://t.co/8xShKr0SYq,False,stole goddamn house justdoit juststealit bravotv bravowwhl parishilton
29,Fri Sep 07 16:21:09 +0000 2018,Martin Berkhan,Sweden,"God of intermittent fasting. 
Bestselling author of https://t.co/69k6nz8NHR $10 that might change your life. Don't be an idiot.",False,105.0,31850.0,False,Don't skip leg day y'all #legday #justdoit #flexfriday #berkhansays https://t.co/6o3ktraCCu,False,dont skip leg day yall legday justdoit flexfriday berkhansays
30,Fri Sep 07 16:21:03 +0000 2018,vanessa taylor,"Philadelphia, PA",probably a writer | arts & culture co-editor @sapelosquare | https://t.co/hX0hs9wvcQ |inquiries.taylorv@gmail.com,False,240.0,4440.0,False,"""Believe in something. Even if it means sacrificing everything.""

Nike has chosen bold words for their #JustDoIt campaign. But what exactly does sacrifice mean to a multi-billion dollar corporation?

Branded revolution: ✔️

https://t.co/QIZex684w6",False,believe something even means sacrificing everything nike chosen bold words justdoit campaign exactly sacrifice mean multibillion dollar corporation branded revolution
31,Fri Sep 07 16:20:57 +0000 2018,Tiger, DC -- Jeddah ,M life 🏖 ☀️ 🌙 My journey,False,223.0,101.0,False,Why yall do Tayson like dat #JustDoIt #nike #photooftheday #internewins #Mike_Tyson #Tyson https://t.co/dWopqtjitM,False,yall tayson like dat justdoit nike photooftheday internewins miketyson tyson
32,Fri Sep 07 16:20:43 +0000 2018,Rawthschild,"New York, USA",#Rawyal The #Harlem Soul Child,False,3.0,2.0,False,"#MissAmerica #FlashbackFriday #JobsReport Nike #GOT7 #JustDoIt FEMA #campaigns #TV3GH
SpiderMan #KaepernickNikeAd #slaveryremembranceday #MudaSuksesMenang 
#FridayFeeling #NationalBeerLoversDay I Love It
#eminemvsmgk #Nas vs #Kelis Kanye #INDRAKETUJUHEPS38
https://t.co/sVDCOXDBJP",False,missamerica flashbackfriday jobsreport nike got justdoit fema campaigns tvgh spiderman kaepernicknikead slaveryremembranceday mudasuksesmenang fridayfeeling nationalbeerloversday love eminemvsmgk nas vs kelis kanye indraketujuheps
33,Fri Sep 07 16:20:28 +0000 2018,Tori Sipe,"Richmond, VA","Comedian, Writer, Creative Person, Dog Lover,  Professional Nerd.",False,341.0,121.0,False,@Nike is the only shoe I'll train in. I'm wearing the Nike Bruins from Back to the Future for my wedding. Hell yeah Nike. #JustDoIt,False,nike shoe ill train im wearing nike bruins back future wedding hell yeah nike justdoit
34,Fri Sep 07 16:20:15 +0000 2018,Comfy Culture 🙏🏻🌲,To the trees!,Don't fall in love with me. I know too much.,False,1788.0,3160.0,False,"The @elonmusk Mindset

#JustDoIt https://t.co/2wq93hJjxy",False,elonmusk mindset justdoit
35,Fri Sep 07 16:20:08 +0000 2018,The Sound of Silence,United States,"I live today as it would be my last day, I dream as I would live forever. Just an ordinary guy living an extraordinary life.",False,78.0,24.0,False,"@tgirlmiller @realDonaldTrump Donating my #Nike  all in great coditions, many barely worn to homeless veterans and buying new ones for my self.
#JustDoIt https://t.co/EVH7Frnlwm",True,tgirlmiller realdonaldtrump donating nike great coditions many barely worn homeless veterans buying new ones self justdoit
36,Fri Sep 07 16:20:01 +0000 2018,Wendy B,,Sr. Editor of Focus Magazine ~ Co-Host of MOMMAtics: just 2 moms talking politics w/@paulammarshall ~ podcast on ITunes: MOMMAtics,False,551.0,858.0,False,@nerdygirl007 @1DentalHyGenius @IntelisexXx @NuttyTrump @CokerRory @benFranklin2018 Yes!!! Do it!! #JustDoIt,True,nerdygirl dentalhygenius intelisexxx nuttytrump cokerrory benfranklin yes justdoit
37,Fri Sep 07 16:19:57 +0000 2018,Pam McNary,"Oregon, USA","Widow of Lakota Sioux. Mom of 3, ""Nana"" of 6, Mom to a retired racing greyhound and 1 kitty. Vegan, treehugger, proud libtard. Anti-Trump!",False,4661.0,3950.0,False,@realDonaldTrump It’s clear why you &amp; Kim “respect” each other so much...#DonaldLovesDictators  #TakeAKnee #ColinKaepernick #Nike #JustDoIt #FightFascism https://t.co/ZYjB3DcSxI,True,realdonaldtrump clear amp kim respect muchdonaldlovesdictators takeaknee colinkaepernick nike justdoit fightfascism
38,Fri Sep 07 16:19:49 +0000 2018,Cafecito,,Cafecito is different. It's the only coffee energy drink on the market. We've combined the best ingredients for a delicious taste to enjoy.,False,253.0,82.0,False,Just do it. #nike #meme #justdoit #justtryit #cafecitoenergy #energy https://t.co/b67YtvoraG,True,nike meme justdoit justtryit cafecitoenergy energy
39,Fri Sep 07 16:19:31 +0000 2018,Classified TS/SCI,United States of Discontent,"Virtue, Mission & Destiny.  Former adviser to Fuerza Democrática Nicaragüense 10th Gen American & fren of #DogRight 🏴‍☠️🇺🇸🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧",False,482.0,468.0,False,"#JustDoIt … another potential spokesperson for #Nike
Former Cowboys RB Joseph Randle arrested, charged with rape https://t.co/XmW482KIUb",False,justdoit another potential spokesperson nike former cowboys rb joseph randle arrested charged rape
40,Fri Sep 07 16:19:21 +0000 2018,C. Denise J. 🛩,Oakland County,Wife| Mom| Nanee l CEO | Mogul | Intl Pageant Queen | Author | Public Figure | Personal Page | #BOTJedi #BlackGirlMagic Tweets are my OWN | RT🚫=👍🏼,False,1616.0,2833.0,False,"Just left the @Nike store #greatlakescrossing  I don't even like Nike like that... BUT it's for the culture. Yall take care of Rena and Kap..I'll support you.

#Fortheculture
#Nike
#Justdoit
#bringit https://t.co/Ns6snxuann",False,left nike store greatlakescrossing dont even like nike like culture yall take care rena kapill support fortheculture nike justdoit bringit
41,Fri Sep 07 16:18:54 +0000 2018,Darci Becker,"Washington, USA",Just a girl who loves lax and cowboy boots,False,1078.0,536.0,False,#BOOM #MannCup2018 READY!! 7 hours @satolax22 #justDOIT!! #WestCoastBestCoast @CurtisDickson17 #FLYYYY! https://t.co/FRul00IsBq,False,boom manncup ready hours satolax justdoit westcoastbestcoast curtisdickson flyyyy
42,Fri Sep 07 16:18:35 +0000 2018,ƦƦ Ʀayмυиdσ™,"Manila, Philippines","Father│Sports Analyst│Writer│Critic│Basketball Aficionado│Cerebral.   


""Flectere si nequeo superos, Acheronta movebo.""  


📩: rrraymundo17@iCloud.com",False,129.0,151.0,False,"#Lebron16: Look at those eyes...

#LeBron #Nike #JustDoIt https://t.co/WNvn4qzhQt",False,lebron look eyes lebron nike justdoit
43,Fri Sep 07 16:18:29 +0000 2018,✨👣 βαяɛғσσт αℓcнɛмιƨт 👣  ✨,Ɯιℓ∂ & βαяɛғσσт,✨Aspiring Erudite *Latina Graduate Student * Holistic Wellness * Positive Psychology * Personal Growth* Creatrix of my Matrix✨,False,798.0,927.0,False,So with the Sun and new moon in Virgo this Sunday- I’m commencing an exercise regimen to compliment my dietary regimen. #goals #JustDoIt https://t.co/uJrYrrSdTl,False,sun new moon virgo sunday im commencing exercise regimen compliment dietary regimen goals justdoit
44,Fri Sep 07 16:18:24 +0000 2018,Carreramae,A trump recession right around the corner,,False,1462.0,1918.0,False,Mr #IQ45 alone with #MitchMcConnell @SenateMajLdr #GOP meeting to see how they can destroy #presObama @Niki #Kaepernick #JustDoIt,True,mr iq alone mitchmcconnell senatemajldr gop meeting see destroy presobama niki kaepernick justdoit
45,Fri Sep 07 16:18:14 +0000 2018,notsopoetic,,it’s not easy being cheesy,False,0.0,0.0,False,"@Nike world is yours - the world is flat,  Kyrie ,LeBron and I have your back. Do I have your back? I’ve known you since grade school. I can’t believe this even rhymes I’m a fool .   @KingJames #LeBron #lebronjames #nike #kyrie #kapernick #justdoit #sneaker",True,nike world world flat kyrie lebron back back ive known since grade school cant believe even rhymes im fool kingjames lebron lebronjames nike kyrie kapernick justdoit sneaker
46,Fri Sep 07 16:18:11 +0000 2018,🇺🇸☇B. B.🍺 🐾🌊,Club Lux,"Rebel Redneck Mama, Half Hippie. Luv #NASCAR & my Son & Dogs. Life's too short to sweat the small stuff! Just have fun! #TheResistance",False,5001.0,3896.0,False,@realDonaldTrump I got new @Nike running shoes this week. #JustDoIt #JustDoIt #StandForSomething #TakeTheKnee,False,realdonaldtrump got new nike running shoes week justdoit justdoit standforsomething taketheknee
47,Fri Sep 07 16:17:51 +0000 2018,WonderWoman16,,"Mom of 6-military wife of 21 years, and WONDER WOMAN",False,28.0,15.0,False,"Pure Gold!
From Larry Elder
(Overheard, II)

I returned a pair of Nike shoes yesterday for a refund, and the clerk asked me what was wrong with them. I told her they hurt my feet when I stood up for the national anthem.

#JustDoIt #ISTANDFORAMERICA",True,pure gold larry elder overheard ii returned pair nike shoes yesterday refund clerk asked wrong told hurt feet stood national anthem justdoit istandforamerica
48,Fri Sep 07 16:17:50 +0000 2018,Don Pompeyo Magno,Ni de aqui ni de alla,"pues solo les puedo decir que me gusta hablar pendejada y media, pero soy muy interesante jeje, saludos!!!  #49ers fan",False,782.0,332.0,False,"If you work hard, limitless and focus on your goals and respecting each other... the only thing you will have, is the success.
#JustDoIt https://t.co/ARRxcgQim9",False,work hard limitless focus goals respecting thing success justdoit
49,Fri Sep 07 16:17:46 +0000 2018,Graham Sinclair,"Newtonville, MA + Woodstock VT USA + Cape Town RSA",Investment. Sustainability. Strategy. Investing as if the future matters. #investment #strategy #ESG #susty #impinv #finance #fintech #SRI #sustinv,False,5333.0,5032.0,False,"New season of #ESG Notes kicks off today. Today, ESG Note S2E1:  Nike Blows Our Minds, Inequality Is Hot, Exit Theranos, Ocean Bonds, @GuyCallendar. #investment #strategy #sustainability #impinv #susty #SDGs #JustDoIt #Theranos #TheLongSwim #FridayReads https://t.co/TcVVrBsLrn",False,new season esg notes kicks today today esg note se nike blows minds inequality hot exit theranos ocean bonds guycallendar investment strategy sustainability impinv susty sdgs justdoit theranos thelongswim fridayreads
50,Fri Sep 07 16:17:43 +0000 2018,Donna,,just trying to do the right thing one moment at a time - there is so much to do and so little time,False,1404.0,1539.0,False,"Invest in #Mojo50?

#JustDoIt 

@DocThompsonShow 
@realBradStaggs 
@foodbizpro",False,invest mojo justdoit docthompsonshow realbradstaggs foodbizpro
51,Fri Sep 07 16:17:07 +0000 2018,AlexBayla,Naboo ,,False,6.0,4.0,False,"If you don’t express to me that you wish to be buried after your death, best believe you’re getting cremated and launch out of a shoulder fired rocket launcher. #LoveIsLove #Justdoit #ShowerThoughts",True,dont express wish buried death best believe youre getting cremated launch shoulder fired rocket launcher loveislove justdoit showerthoughts
52,Fri Sep 07 16:17:06 +0000 2018,Jess,"Lone Oak, KY","oh, you know, just living my best life! ☺️💜",False,426.0,39.0,False,@Nike  you gotta get these made! #JustDoIt https://t.co/LiDtQx0Xt2,True,nike got ta get made justdoit
53,Fri Sep 07 16:16:58 +0000 2018,Dee,"Leicester, England",Different from the rest ‘’MUFC❤️,False,236.0,67.0,False,Don’t ask if your dreams are crazy. Ask if they’re crazy enough.!!#justdoit,False,dont ask dreams crazy ask theyre crazy enoughjustdoit
54,Fri Sep 07 16:16:53 +0000 2018,Olodo Visuals,,,False,0.0,557.0,False,"Create Your Own Nike Just Do It Colin Kaepernick Meme With This Free Template: https://t.co/h9SZP6dUKB

#Nike #ColinKaepernick #JustDoIt https://t.co/rIqRybre1A",True,create nike colin kaepernick meme free template nike colinkaepernick justdoit
55,Fri Sep 07 16:16:46 +0000 2018,Mesfin H. Beshir,"Worcester, MA",,False,14.0,62.0,False,#Justdoit Vote our &amp; oust McGovern!,False,justdoit vote amp oust mcgovern
56,Fri Sep 07 16:16:40 +0000 2018,Tracy Tillotson,"Cheektowaga, New York","Certified Travel Consultant - Booking travel and entertainment for cruises, conventions, field trips, sports teams, churches, fundraising and  more.",False,206.0,114.0,False,This is why Colin kneels.  We all should kneel. You can't even ride in a car with your grandmother looking as timid as Urkel without getting profiled by police as a criminal. You can hear the despair in his voice. #ImwithKap. #Justdoit https://t.co/pFxaXOE9UM,False,colin kneels kneel cant even ride car grandmother looking timid urkel without getting profiled police criminal hear despair voice imwithkap justdoit
57,Fri Sep 07 16:15:43 +0000 2018,Kiki,Tampa Bay,"“If you're not outraged, you're not paying attention.”  Anonymous",False,3151.0,3654.0,False,Sounds like a plan! #JustDoIt #FirstAmendment https://t.co/ULAA6K0Tgu,False,sounds like plan justdoit firstamendment
58,Fri Sep 07 16:15:28 +0000 2018,NBJC,"Washington, DC",The National Black Justice Coalition is a civil rights organization dedicated to the empowerment of Black LGBTQ and same gender loving (SGL) people.,False,962.0,5148.0,False,"#JustDoIt: Nike took a knee for Kaepernick, outrage ensues. Were you surprised? https://t.co/e7ab3oVkHX https://t.co/yhFHvgNSog",False,justdoit nike took knee kaepernick outrage ensues surprised
59,Fri Sep 07 16:15:14 +0000 2018,🦋EllenMay🦋,Cornhusker State🌽,Happily married. Proud Dem here only to support the #Resistance with hopes of taking our country back. No lists please. 🌊🗽💙🇺🇸🙏🏼,False,3867.0,3651.0,False,"@realDonaldTrump Just Do It!!
#trumpTrash
 #JustDoIt 
#Nike
#NFL
#NikeKap https://t.co/GQ7YwcVhur",True,realdonaldtrump trumptrash justdoit nike nfl nikekap
60,Fri Sep 07 16:15:12 +0000 2018,Terrence Charles,,,False,200.0,240.0,False,just doin it on a friyay @nike #believeinsomething #colinkaepernick #justdoit #friyay @ Nike NYHQ https://t.co/v0bmxyq8RI,True,doin friyay nike believeinsomething colinkaepernick justdoit friyay nike nyhq
61,Fri Sep 07 16:15:08 +0000 2018,Transform Nursing,"Baltimore, MD",,False,136.0,46.0,False,"Check Me Out! September 10th on Facebook Live 8 am sharp.

""#justdoit""

See https://t.co/cKpdrrRzTJ for my freebie

""Four Easy Techniques to Keep You Calm as a Nurse""

Thanks! https://t.co/iNlExWzYav",True,check september th facebook live sharp justdoit see freebie four easy techniques keep calm nurse thanks
62,Fri Sep 07 16:14:59 +0000 2018,K.I.M ❄,South Africa 016 vaaldam,"🇿🇦Ek het 'n besetene liefde vir hierdie dam @MeloMaoka, @KhutsoTheledi & @DjCandii 🍬 @Yfm n m the Ghost @OrlandoPirates🇿🇦",False,1540.0,2727.0,False,What ever you feel like doing it #JustDoIt✔ https://t.co/SOoFxtB778,False,ever feel like justdoit
63,Fri Sep 07 16:14:59 +0000 2018,SiaaaSkeeeezzy🐾‼️,"Inglewood, CA",Man I miss my Dawgs #LongLiveSyd #LongLiveSeanMackk🔴 I'm forevaaa on my BULLSHIT❗️#MackkRucci #BassSquad,False,571.0,1273.0,False,It saved me it can save you too #JUSTDOIT 🌚🐾‼️ https://t.co/NYIuOqktj3,True,saved save justdoit
64,Fri Sep 07 16:14:50 +0000 2018,KLIGGETTONI,,"Wife, Mother, Proud American, Activist. Balancing love, life and 45's daily assaults to Democracy. Peace✨",False,550.0,510.0,False,@washingtonpost Thank you #Kap #JustDoIt #Nike We are UNITED and will NOT allow DJT to divide US! #BlueWave2018,True,washingtonpost thank kap justdoit nike united allow djt divide us bluewave
65,Fri Sep 07 16:14:47 +0000 2018,E Kiko Smith,,Don’t take anything personally.,False,1202.0,308.0,False,@Kaepernick7 @Nike and @Kaepernick7 are on the right side of history #LOVE_YOURSELF #BelieveInYourself #JustDoIt #EqualityforAll #CompassionforAll,False,kaepernick nike kaepernick right side history loveyourself believeinyourself justdoit equalityforall compassionforall
66,Fri Sep 07 16:14:44 +0000 2018,Camiley,Harvard Of The West ,Where you invest your love is where you invest your life.,False,1190.0,1289.0,False,Friday Mood #JustDoIt https://t.co/D1b8qb3m5y,False,friday mood justdoit
